# epochs,loss,accuracy,val_loss,val_accuracy
1.240000000000000000e+02,1.357282366781157323e-01,9.653726816177368164e-01,1.086162866134888494e-01,9.766690135002136230e-01
1.250000000000000000e+02,1.358873152434156573e-01,9.653564691543579102e-01,1.203472350911823502e-01,9.670403599739074707e-01
1.260000000000000000e+02,1.344253521417414499e-01,9.658835530281066895e-01,1.226466199173628924e-01,9.676126837730407715e-01
1.270000000000000000e+02,1.346517724861553134e-01,9.659727811813354492e-01,1.111268827309964541e-01,9.761640429496765137e-01
1.280000000000000000e+02,1.341329102852271971e-01,9.655835032463073730e-01,1.153378336553127631e-01,9.735380411148071289e-01
1.290000000000000000e+02,1.339574676823096222e-01,9.661592841148376465e-01,1.208001426144402479e-01,9.723933339118957520e-01
1.300000000000000000e+02,1.340706581862719238e-01,9.656565189361572266e-01,1.116222271791866005e-01,9.767026901245117188e-01
1.310000000000000000e+02,1.328502076370296492e-01,9.663052558898925781e-01,1.252628453493527527e-01,9.698346853256225586e-01
1.320000000000000000e+02,1.317210762256187384e-01,9.665971994400024414e-01,1.132154625540140319e-01,9.748173356056213379e-01
1.330000000000000000e+02,1.317867421652809679e-01,9.667026400566101074e-01,1.355208079585064895e-01,9.645826816558837891e-01
1.340000000000000000e+02,1.324139115397613975e-01,9.662890434265136719e-01,1.104870007489059253e-01,9.749857187271118164e-01
1.350000000000000000e+02,1.309785450171068177e-01,9.665890932083129883e-01,1.151765300643182027e-01,9.737737178802490234e-01
1.360000000000000000e+02,1.306178212860905075e-01,9.671486616134643555e-01,1.302037599604998486e-01,9.691277146339416504e-01
1.370000000000000000e+02,1.304745370218515499e-01,9.667512774467468262e-01,1.391096497208218208e-01,9.591286778450012207e-01
1.380000000000000000e+02,1.301343310464700975e-01,9.670513272285461426e-01,1.126146822038035789e-01,9.742450118064880371e-01
1.390000000000000000e+02,1.308891213064536374e-01,9.665647745132446289e-01,1.397733436432409826e-01,9.631013870239257812e-01
1.400000000000000000e+02,1.298994012928314234e-01,9.673432707786560059e-01,1.407037490399217772e-01,9.657610058784484863e-01
1.410000000000000000e+02,1.284283720337581758e-01,9.677162766456604004e-01,1.665408100347260112e-01,9.458640813827514648e-01
1.420000000000000000e+02,1.282149743347876514e-01,9.681541919708251953e-01,1.384596625690435734e-01,9.659966826438903809e-01
1.430000000000000000e+02,1.289130202442789197e-01,9.670432209968566895e-01,1.833418752435363175e-01,9.516547322273254395e-01
1.440000000000000000e+02,1.294164161200175023e-01,9.668405055999755859e-01,1.190792777215383402e-01,9.710130095481872559e-01
1.450000000000000000e+02,1.270366815431080154e-01,9.683244824409484863e-01,1.253791280542062847e-01,9.658283591270446777e-01
1.460000000000000000e+02,1.265233806671466621e-01,9.676838517189025879e-01,1.127812527811166421e-01,9.745143651962280273e-01
1.470000000000000000e+02,1.266936098212567974e-01,9.681136608123779297e-01,1.149672000180032294e-01,9.714170098304748535e-01
1.480000000000000000e+02,1.270612896118437085e-01,9.680163264274597168e-01,1.123417552437783601e-01,9.747837185859680176e-01
1.490000000000000000e+02,1.274637677061302710e-01,9.677568674087524414e-01,1.209600138564613514e-01,9.692286849021911621e-01
1.500000000000000000e+02,1.261887839152290858e-01,9.685353636741638184e-01,1.238069963731671524e-01,9.702386856079101562e-01
1.510000000000000000e+02,1.249831312801194250e-01,9.689489603042602539e-01,1.112052360331655387e-01,9.749520421028137207e-01
1.520000000000000000e+02,1.256434618592326136e-01,9.681785106658935547e-01,1.170210042923304633e-01,9.711477160453796387e-01
1.530000000000000000e+02,1.246910647485135193e-01,9.684380292892456055e-01,1.218303466574487820e-01,9.683197140693664551e-01
1.540000000000000000e+02,1.251778587080597527e-01,9.684056043624877930e-01,1.090972826237996129e-01,9.754906892776489258e-01
1.550000000000000000e+02,1.246461907622017917e-01,9.682353138923645020e-01,2.550826699123078800e-01,9.338450431823730469e-01
1.560000000000000000e+02,1.249989147847777593e-01,9.686245322227478027e-01,1.076425140709727363e-01,9.741440415382385254e-01
1.570000000000000000e+02,1.230410939891845301e-01,9.693949818611145020e-01,1.161772140912831763e-01,9.715180397033691406e-01
1.580000000000000000e+02,1.239708569882196632e-01,9.689002633094787598e-01,1.187864111708385878e-01,9.691950082778930664e-01
1.590000000000000000e+02,1.235079691177142919e-01,9.690867662429809570e-01,1.121916029463953107e-01,9.681850075721740723e-01
1.600000000000000000e+02,1.232461493412809889e-01,9.698166251182556152e-01,1.090636760048086379e-01,9.765680432319641113e-01
1.610000000000000000e+02,1.226974944744826795e-01,9.695246815681457520e-01,1.114537026767649930e-01,9.730330109596252441e-01
1.620000000000000000e+02,1.229715244957767933e-01,9.689813852310180664e-01,1.439817681315631315e-01,9.630003571510314941e-01
1.630000000000000000e+02,1.224197290989600395e-01,9.695327877998352051e-01,2.549694514679847757e-01,9.336767196655273438e-01
1.640000000000000000e+02,1.212025255764306864e-01,9.701572656631469727e-01,1.595018945309030767e-01,9.532033801078796387e-01
1.650000000000000000e+02,1.218979034421517615e-01,9.696868658065795898e-01,1.087258311679410311e-01,9.744133353233337402e-01
1.660000000000000000e+02,1.216216565908172648e-01,9.698734283447265625e-01,1.148528141311871420e-01,9.710466861724853516e-01
1.670000000000000000e+02,1.216305173922569982e-01,9.695976972579956055e-01,1.166345373064954782e-01,9.711140394210815430e-01
1.680000000000000000e+02,1.204655210307047086e-01,9.696463346481323242e-01,1.478118654559359979e-01,9.596000313758850098e-01
1.690000000000000000e+02,1.212758316709560136e-01,9.694841504096984863e-01,1.076090274594313501e-01,9.761303663253784180e-01
1.700000000000000000e+02,1.192104095927988133e-01,9.707248806953430176e-01,1.012199540228625877e-01,9.789583683013916016e-01
1.710000000000000000e+02,1.200856416907580826e-01,9.700761437416076660e-01,1.076085977608722544e-01,9.738073348999023438e-01
1.720000000000000000e+02,1.191598481059774756e-01,9.707735776901245117e-01,1.130818836873831307e-01,9.750193357467651367e-01
1.730000000000000000e+02,1.196511680346384193e-01,9.704086184501647949e-01,1.040226962990900561e-01,9.761640429496765137e-01
1.740000000000000000e+02,1.189704845601710914e-01,9.699058532714843750e-01,1.348295431846619763e-01,9.641113877296447754e-01
1.750000000000000000e+02,1.187699145041778703e-01,9.703518748283386230e-01,1.373621429701826768e-01,9.629666805267333984e-01
1.760000000000000000e+02,1.187294406483101333e-01,9.700761437416076660e-01,1.013981508603361836e-01,9.786553382873535156e-01
1.770000000000000000e+02,1.191599880177522663e-01,9.703194499015808105e-01,1.059197879720929353e-01,9.756253361701965332e-01
1.780000000000000000e+02,1.172450451950105693e-01,9.709357619285583496e-01,1.066350818187800087e-01,9.763997197151184082e-01
1.790000000000000000e+02,1.188824555856020371e-01,9.705059528350830078e-01,1.228814796212786831e-01,9.687910079956054688e-01
1.800000000000000000e+02,1.175112889532861082e-01,9.711141586303710938e-01,1.166638828004080419e-01,9.694306850433349609e-01
1.810000000000000000e+02,1.190132924662795078e-01,9.704086184501647949e-01,1.005183657216081744e-01,9.755243659019470215e-01
1.820000000000000000e+02,1.168834546284293480e-01,9.711871147155761719e-01,1.139525768378094051e-01,9.746826887130737305e-01
1.830000000000000000e+02,1.175227353064250968e-01,9.713979959487915039e-01,1.096194600785197620e-01,9.752213358879089355e-01
1.840000000000000000e+02,1.155907804006521405e-01,9.716575145721435547e-01,1.086530996526615667e-01,9.728310108184814453e-01
1.850000000000000000e+02,1.172737771945158852e-01,9.709438681602478027e-01,1.336574655650653587e-01,9.641113877296447754e-01
1.860000000000000000e+02,1.165799509124911260e-01,9.710736274719238281e-01,1.076727133939467951e-01,9.737400412559509277e-01
1.870000000000000000e+02,1.157682310425278971e-01,9.715520739555358887e-01,1.063420877728009362e-01,9.757600426673889160e-01
1.880000000000000000e+02,1.161154961460904855e-01,9.711384773254394531e-01,1.173678670764928683e-01,9.701377153396606445e-01
1.890000000000000000e+02,1.148837520213949887e-01,9.718034863471984863e-01,1.056253788845709918e-01,9.743123650550842285e-01
1.900000000000000000e+02,1.151809142625996180e-01,9.713736772537231445e-01,1.103420657165097990e-01,9.752886891365051270e-01
1.910000000000000000e+02,1.162072307793279441e-01,9.713411927223205566e-01,1.097217850577480863e-01,9.734706878662109375e-01
1.920000000000000000e+02,1.148771244484871196e-01,9.719007611274719238e-01,1.109522793724075918e-01,9.717200398445129395e-01
1.930000000000000000e+02,1.151496792018346371e-01,9.716412425041198730e-01,2.113420590512504471e-01,9.478840231895446777e-01
1.940000000000000000e+02,1.156905802682326179e-01,9.712601304054260254e-01,1.020175642699361479e-01,9.765343666076660156e-01
1.950000000000000000e+02,1.139612793270491781e-01,9.719169735908508301e-01,1.096909080349495608e-01,9.733697175979614258e-01
1.960000000000000000e+02,1.145614933679277858e-01,9.713736772537231445e-01,1.097718935930295098e-01,9.742786884307861328e-01
1.970000000000000000e+02,1.135772458232153920e-01,9.724927544593811035e-01,1.101646682190015325e-01,9.713833332061767578e-01
1.980000000000000000e+02,1.138390563421453616e-01,9.717223644256591797e-01,9.307595244170327464e-02,9.805070161819458008e-01
1.990000000000000000e+02,1.133695317544559933e-01,9.720872640609741211e-01,1.336533818393318696e-01,9.619566798210144043e-01
2.000000000000000000e+02,1.137011985618531090e-01,9.718602299690246582e-01,9.729457795993709524e-02,9.785206913948059082e-01
